entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,login_success,label
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:41:59,99.73.28.219,"Garciashire, Chile",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:03,99.73.28.219,"North Kelly, Hong Kong",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:05,99.73.28.219,"Jeffreymouth, Oman",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:08,99.73.28.219,"Parkerhaven, Cocos (Keeling) Islands",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:09,99.73.28.219,"Port Billy, Hungary",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:09,99.73.28.219,"Mcgeeton, Tuvalu",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:12,99.73.28.219,"Jerrybury, Heard Island and McDonald Islands",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:19,99.73.28.219,"South April, Congo",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:23,99.73.28.219,"North Michael, Guinea-Bissau",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:24,99.73.28.219,"Kimberg, Saint Martin",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:26,99.73.28.219,"Tanyashire, Malaysia",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:27,99.73.28.219,"East John, Sweden",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:29,99.73.28.219,"South Taylormouth, Lebanon",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:30,99.73.28.219,"Nicholashaven, Bangladesh",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:33,99.73.28.219,"Millerbury, Guinea",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,2026-06-25 06:42:35,99.73.28.219,"Thompsonshire, Rwanda",Database,Password,0,N/A,Unknown Script/Bot,False,BruteForce
